tick,population_size,avg_energy,std_energy,avg_age,std_age,births,deaths,deaths_starvation,deaths_natural,avg_S,std_S,min_S,max_S,avg_V,std_V,min_V,max_V,avg_M,std_M,min_M,max_M,avg_IQ,std_IQ,min_IQ,max_IQ,avg_W,std_W,min_W,max_W,avg_R,std_R,min_R,max_R,avg_T0,std_T0,min_T0,max_T0,genetic_diversity,genetic_quality,population_distribution,patch_usage,zone_transitions,Polar_population,Polar_energy_mean,Polar_age_mean,Polar_S_mean,Polar_V_mean,Polar_M_mean,Polar_IQ_mean,Polar_W_mean,Polar_R_mean,Polar_T0_mean,Middle_population,Middle_energy_mean,Middle_age_mean,Middle_S_mean,Middle_V_mean,Middle_M_mean,Middle_IQ_mean,Middle_W_mean,Middle_R_mean,Middle_T0_mean,Equator_population,Equator_energy_mean,Equator_age_mean,Equator_S_mean,Equator_V_mean,Equator_M_mean,Equator_IQ_mean,Equator_W_mean,Equator_R_mean,Equator_T0_mean,avg_lifespan,max_lifespan,reproduction_rate,extinction_probability,avg_death_age,migration_rate
14,500,113.59959999999998,3.209716473459943,15.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.8520609694883,0.0456,0,100,113.12799999999997,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,211,113.98056872037914,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,189,113.42380952380951,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
15,500,114.44659999999998,3.4809091398656404,16.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.869063251877,0.0454,0,100,113.94799999999998,16.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,211,114.85687203791468,16.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,189,114.25238095238093,16.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
16,500,115.27919999999999,3.7512034548928668,17.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.8785461181683,0.0449,0,100,114.75899999999997,17.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,212,115.72216981132075,17.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,188,115.05638297872339,17.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
17,500,116.101,4.029538311022765,18.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.882859830821,0.0446,0,100,115.53399999999999,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,212,116.59056603773585,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,188,115.85053191489358,18.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
18,500,116.9228,4.324604046615163,19.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.883195024856,0.0446,0,100,116.34499999999998,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,212,117.45896226415094,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,188,116.62553191489361,19.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
19,500,117.74819999999998,4.6181486290504195,20.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.8762488588764,0.0447,0,100,117.17399999999996,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,211,118.31943127962084,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,189,117.41428571428571,20.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
20,500,118.56639999999999,4.917360169847263,21.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.8300801850214,0.0445,0,100,118.00299999999997,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,211,119.17014218009477,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,189,118.19047619047619,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
21,500,119.38279999999999,5.210023431809145,22.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.7881083991097,0.0445,0,100,118.83199999999997,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,211,120.0251184834123,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,189,118.95714285714283,22.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
22,500,120.192,5.502350043390586,23.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.7294170140467,0.0443,0,100,119.66099999999999,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,211,120.87156398104264,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,189,119.7142857142857,23.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
23,500,120.99759999999998,5.789113424350954,24.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.6969182599964,0.0442,0,100,120.50799999999998,24.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,211,121.70094786729858,24.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,189,120.47142857142856,24.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
24,500,115.63119999999998,7.157425973071635,25.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.6606718813887,0.0436,0,100,121.33699999999995,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,211,111.50047393364929,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,189,117.2238095238095,25.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
25,500,110.23639999999996,10.352373401302739,26.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.6095003163778,0.0431,0,100,122.14799999999995,26.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,212,101.35424528301886,26.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,188,113.91648936170212,26.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
26,500,104.84339999999997,14.200879424880716,27.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.53775460244,0.0431,0,100,122.95899999999997,27.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,212,91.15896226415093,27.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,188,110.63882978723402,27.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
27,500,99.45759999999997,18.29629367494959,28.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.5156309784084,0.0433,0,100,123.76999999999998,28.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,212,80.97216981132075,28.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,188,107.37074468085103,28.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
28,500,94.02319999999999,22.480486243851587,29.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.7837072657603,0.0429,0,99,124.5454545454545,29.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,214,71.10981308411213,29.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,104.08609625668447,29.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
29,500,88.57639999999996,26.724762357035104,30.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.765311667919,0.0424,0,99,125.29999999999995,30.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,214,60.883177570093444,30.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,100.82620320855614,30.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
30,500,83.13119999999996,31.00652619304524,31.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.7347169414884,0.0425,0,99,126.05454545454542,31.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,214,50.66028037383175,31.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,97.56631016042778,31.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
31,500,77.67879999999997,35.30736680297754,32.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.732820385055,0.0423,0,99,126.79090909090907,32.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,214,40.43738317757007,32.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,94.29679144385022,32.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
32,500,72.22499999999997,39.604622394362,33.0,0.0,0,0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2948.711069152758,0.0415,0,100,126.68399999999995,33.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,213,30.18403755868543,33.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,90.9887700534759,33.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0
33,491,68.0384928716904,43.300799146088146,34.0,0.0,0,9,9,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2935.619212556793,0.0413,0,100,127.39299999999996,34.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,204,20.924509803921556,34.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,87.69518716577537,34.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,34.0,34,0.0,0.0,34.0,0
34,471,65.60679405520168,46.40650998497834,35.0,0.0,0,29,29,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2956.735428858286,0.0396,0,100,128.10299999999995,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,184,12.517391304347818,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,84.42406417112295,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,34.689655172413794,35,0.0,0.0,34.689655172413794,0
35,440,65.16249999999998,49.155475740400995,36.0,0.0,0,60,60,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2966.236662571492,0.038,0,101,127.68811881188115,36.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,152,3.9519736842105253,36.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,81.14598930481279,36.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,35.36666666666667,36,0.0,0.0,35.36666666666667,0
36,290,95.06999999999996,27.947021883984515,37.0,0.0,0,210,210,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2909.032671125674,0.0236,0,100,128.32599999999996,37.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3,59.633333333333326,37.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,77.85454545454542,37.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,36.53333333333333,37,0.0,0.0,36.53333333333333,0
37,290,93.07344827586203,29.814513122086968,38.0,0.0,0,210,210,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2908.9688790651917,0.0234,0,100,129.03799999999995,38.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3,49.633333333333326,38.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,74.53796791443845,38.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,36.53333333333333,37,0.0,0.0,36.53333333333333,0
38,289,91.37508650519027,31.289989829275477,39.0,0.0,0,211,211,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2910.71282647391,0.0229,0,100,129.74999999999997,39.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,61.099999999999994,39.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,71.17754010695182,39.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,36.54502369668246,39,0.0,0.0,36.54502369668246,0
39,289,89.3837370242214,33.1753125526588,40.0,0.0,0,211,211,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2910.654581797555,0.023,0,100,130.46199999999996,40.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2,51.099999999999994,40.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,67.8262032085561,40.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,36.54502369668246,39,0.0,0.0,36.54502369668246,0
40,288,87.70277777777773,34.738106383451964,41.0,0.0,0,212,212,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2898.671523918484,0.0229,0,100,131.17399999999995,41.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,84.19999999999999,41.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,64.47486631016038,41.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,36.56603773584906,41,0.0,0.0,36.56603773584906,0
41,288,85.73437499999994,36.618339839107115,42.0,0.0,0,212,212,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2898.6712023744303,0.0226,0,100,131.88599999999997,42.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,74.19999999999999,42.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,187,61.11604278074861,42.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,36.56603773584906,41,0.0,0.0,36.56603773584906,0
42,288,83.70034722222218,38.56050937139303,43.0,0.0,0,212,212,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.0,0,0,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,0.8571428571428571,2898.635438340838,0.0225,0,100,132.56199999999993,43.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3,43.999999999999915,43.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,185,57.932432432432385,43.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,36.56603773584906,41,0.0,0.0,36.56603773584906,0
